SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,sector
KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10,Financial Services
KUANTUM,Kuantum Papers Limited,EQ,23-OCT-2019,1,1,INE529I01021,1,Basic Materials
LAGNAM,Lagnam Spintex Limited,EQ,30-SEP-2021,10,1,INE548Z01017,10,Consumer Cyclical
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10,Industrials
LAL,Lorenzini Apparels Limited,EQ,10-APR-2023,1,1,INE740X01023,1,Consumer Cyclical
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10,Healthcare
LAMBODHARA,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5,Consumer Cyclical
LANCORHOL,Lancor Holdings Limited,EQ,12-MAR-2024,2,1,INE572G01025,2,Real Estate
LANDMARK,Landmark Cars Limited,EQ,23-DEC-2022,5,1,INE559R01029,5,Consumer Cyclical
LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2,Consumer Cyclical
LASA,Lasa Supergenerics Limited,BE,21-SEP-2017,10,1,INE670X01014,10,Healthcare
LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1,Industrials
LATTEYS,Latteys Industries Limited,EQ,23-MAY-2023,2,1,INE262Z01023,2,Industrials
LAURUSLABS,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2,Healthcare
LAXMICOT,Laxmi Cotspin Limited,EQ,12-NOV-2021,10,1,INE801V01019,10,Consumer Cyclical
LAXMIDENTL,Laxmi Dental Limited,EQ,20-JAN-2025,2,1,INE0WO601020,2,Healthcare
LAXMIINDIA,Laxmi India Finance Limited,EQ,05-AUG-2025,5,1,INE06WU01026,5,Financial Services
LCCINFOTEC,LCC Infotech Limited,EQ,02-MAR-2000,2,1,INE938A01021,2,Consumer Defensive
LEMONTREE,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10,Consumer Cyclical
LEXUS,Lexus Granito (India) Limited,EQ,13-MAR-2023,10,1,INE500X01013,10,Industrials
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-APR-2015,10,1,INE850E01012,10,Financial Services
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10,Consumer Cyclical
LGHL,Laxmi Goldorna House Limited,EQ,10-NOV-2023,10,1,INE258Y01016,10,Consumer Cyclical
LIBAS,Libas Consumer Products Limited,EQ,23-JUL-2019,10,1,INE908V01012,10,Consumer Cyclical
LIBERTSHOE,Liberty Shoes Limited,EQ,27-SEP-1995,10,1,INE557B01019,10,Consumer Cyclical
LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2,Financial Services
LICI,Life Insurance Corporation Of India,EQ,17-MAY-2022,10,1,INE0J1Y01017,10,Financial Services
LIKHITHA,Likhitha Infrastructure Limited,EQ,15-OCT-2020,5,1,INE060901027,5,Energy
LINC,Linc Limited,EQ,09-MAR-2015,5,1,INE802B01027,5,Industrials
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10,Healthcare
LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10,Basic Materials
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-JUL-2016,1,1,INE093R01011,1,Industrials
LLOYDSENT,Lloyds Enterprises Limited,EQ,17-OCT-2024,1,1,INE080I01025,1,Basic Materials
LLOYDSME,Lloyds Metals And Energy Limited,EQ,17-JUL-2023,1,1,INE281B01032,1,Basic Materials
LMW,LMW Limited,EQ,29-MAR-1995,10,1,INE269B01029,10,Industrials
LODHA,Lodha Developers Limited,EQ,19-APR-2021,10,1,INE670K01029,10,Real Estate
LOKESHMACH,Lokesh Machines Limited,EQ,05-MAY-2006,10,1,INE397H01017,10,Industrials
LORDSCHLO,Lords Chloro Alkali Limited,BE,28-AUG-2023,10,1,INE846D01012,10,Basic Materials
LOTUSDEV,Sri Lotus Developers and Realty Limited,EQ,06-AUG-2025,1,1,INE0V9Q01010,1,Industrials
LOTUSEYE,Lotus Eye Hospital and Institute Limited,BE,11-JUL-2008,10,1,INE947I01017,10,Healthcare
LOVABLE,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10,Consumer Cyclical
LOYALTEX,Loyal Textile Mills Limited,BE,11-AUG-2022,10,1,INE970D01010,10,Consumer Cyclical
LPDC,Landmark Property Development Company Limited,EQ,12-AUG-2008,1,1,INE197J01017,1,Real Estate
LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2,Industrials
LTF,L&T Finance Limited,EQ,12-AUG-2011,10,1,INE498L01015,10,Financial Services
LTFOODS,LT Foods Limited,EQ,18-DEC-2006,1,1,INE818H01020,1,Consumer Defensive
LTIM,LTIMindtree Limited,EQ,21-JUL-2016,1,1,INE214T01019,1,Technology
LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2,Technology
LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10,Consumer Cyclical
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2,Consumer Cyclical
LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2,Healthcare
LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2,Consumer Cyclical
LXCHEM,Laxmi Organic Industries Limited,EQ,25-MAR-2021,2,1,INE576O01020,2,Basic Materials
LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10,Healthcare
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10,Consumer Cyclical
M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5,Consumer Cyclical
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2,Financial Services
MAANALU,Maan Aluminium Limited,EQ,22-OCT-2007,5,1,INE215I01027,5,Basic Materials
MACPOWER,Macpower CNC Machines Limited,EQ,19-AUG-2020,10,1,INE155Z01011,10,Industrials
MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10,Industrials
MADHUCON,Madhucon Projects Limited,EQ,05-OCT-2006,1,1,INE378D01032,1,Industrials
MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10,Basic Materials
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10,Consumer Defensive
MAGNUM,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10,Basic Materials
MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10,Financial Services
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,21-JAN-1998,10,1,INE843B01013,10,Financial Services
MAHASTEEL,Mahamaya Steel Industries Limited,EQ,01-JUL-2016,10,1,INE451L01014,10,Basic Materials
MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,INE215D01010,10,Industrials
MAHESHWARI,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10,Industrials
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10,Real Estate
MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10,Industrials
MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,INE288A01013,10,Financial Services
MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5,Basic Materials
MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10,Basic Materials
MALLCOM,Mallcom (India) Limited,EQ,02-FEB-2022,10,1,INE389C01015,10,Industrials
MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10,Basic Materials
MAMATA,Mamata Machinery Limited,EQ,27-DEC-2024,10,1,INE0TO701015,10,Industrials
MANAKALUCO,Manaksia Aluminium Company Limited,BE,30-MAR-2015,1,1,INE859Q01017,1,Basic Materials
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,INE830Q01018,1,Industrials
MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2,Industrials
MANAKSTEEL,Manaksia Steels Limited,BE,30-MAR-2015,1,1,INE824Q01011,1,Basic Materials
MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5,Basic Materials
MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2,Financial Services
MANBA,Manba Finance Limited,EQ,30-SEP-2024,10,1,INE939X01013,10,Financial Services
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,16-AUG-2024,10,1,INE545L01039,10,Financial Services
MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,INE584F01014,10,Healthcare
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,22-OCT-2007,10,1,INE558B01017,10,Basic Materials
MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10,Basic Materials
MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5,Basic Materials
MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2,Industrials
MANKIND,Mankind Pharma Limited,EQ,09-MAY-2023,1,1,INE634S01028,1,Healthcare
MANOMAY,Manomay Tex India Limited,EQ,18-JAN-2023,10,1,INE784W01015,10,Consumer Cyclical
MANORAMA,Manorama Industries Limited,EQ,01-JUL-2022,2,1,INE00VM01036,2,Consumer Defensive
MANORG,Mangalam Organics Limited,EQ,02-NOV-2021,10,1,INE370D01013,10,Basic Materials
MANUGRAPH,Manugraph India Limited,BE,14-SEP-2006,2,1,INE867A01022,2,Industrials
MANYAVAR,Vedant Fashions Limited,EQ,16-FEB-2022,1,1,INE825V01034,1,Consumer Cyclical
MAPMYINDIA,C.E. Info Systems Limited,EQ,21-DEC-2021,2,1,INE0BV301023,2,Technology
MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10,Consumer Cyclical
MARATHON,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5,1,INE182D01020,5,Real Estate
MARICO,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1,Consumer Defensive
MARINE,Marine Electricals (India) Limited,EQ,02-DEC-2020,2,1,INE01JE01028,2,Industrials
MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,INE750C01026,1,Healthcare
MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,INE585B01010,5,Consumer Cyclical
MASFIN,MAS Financial Services Limited,EQ,18-OCT-2017,10,1,INE348L01012,10,Financial Services
MASKINVEST,Mask Investments Limited,EQ,14-OCT-2016,10,1,INE885F01015,10,Financial Services
MASTEK,Mastek Limited,EQ,10-MAY-1995,5,1,INE759A01021,5,Technology
MASTERTR,Master Trust Limited,EQ,12-NOV-2024,1,1,INE677D01037,1,Financial Services
MATRIMONY,Matrimony.Com Limited,EQ,21-SEP-2017,5,1,INE866R01028,5,Communication Services
MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,INE636A01039,10,Consumer Defensive
MAXESTATES,Max Estates Limited,EQ,30-OCT-2023,10,1,INE03EI01018,10,Real Estate
MAXHEALTH,Max Healthcare Institute Limited,EQ,21-AUG-2020,10,1,INE027H01010,10,Healthcare
MAXIND,Max India Limited,EQ,28-AUG-2020,10,1,INE0CG601016,10,Healthcare
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5,1,INE040D01038,5,Consumer Cyclical
MAZDA,Mazda Limited,EQ,01-NOV-2016,2,1,INE885E01042,2,Industrials
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-OCT-2020,5,1,INE249Z01020,5,Industrials
MBAPL,Madhya Bharat Agro Products Limited,EQ,22-AUG-2019,10,1,INE900L01010,10,Basic Materials
MBEL,M & B Engineering Limited,EQ,06-AUG-2025,10,1,INE08N601015,10,Industrials
MBLINFRA,MBL Infrastructure Limited,EQ,11-JAN-2010,10,1,INE912H01013,10,Industrials
MCL,Madhav Copper Limited,BE,19-AUG-2020,5,1,INE813V01022,5,Basic Materials
MCLEODRUSS,Mcleod Russel India Limited,EQ,29-JUL-2005,5,1,INE942G01012,5,Consumer Defensive
MCLOUD,Magellanic Cloud Limited,EQ,07-FEB-2025,2,1,INE613C01026,2,Technology
MCX,Multi Commodity Exchange of India Limited,EQ,09-MAR-2012,10,1,INE745G01035,10,Financial Services
MEDANTA,Global Health Limited,EQ,16-NOV-2022,2,1,INE474Q01031,2,Healthcare
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,23-JAN-2024,5,1,INE456Z01021,5,Healthcare
MEDICAMEQ,Medicamen Biotech Limited,EQ,27-OCT-2021,10,1,INE646B01010,10,Healthcare
MEDICO,Medico Remedies Limited,BE,26-MAY-2022,2,1,INE630Y01024,2,Healthcare
MEDPLUS,Medplus Health Services Limited,EQ,23-DEC-2021,2,1,INE804L01022,2,Healthcare
MEGASOFT,Megasoft Limited,EQ,19-JUL-2007,10,1,INE933B01012,10,Healthcare
MEGASTAR,Megastar Foods Limited,EQ,16-FEB-2022,10,1,INE00EM01016,10,Consumer Defensive
MEIL,Mangal Electrical Industries Limited,EQ,28-AUG-2025,10,1,INE0PKD01011,10,Industrials
MENONBE,Menon Bearings Limited,EQ,09-MAR-2015,1,1,INE071D01033,1,Consumer Cyclical
MEP,MEP Infrastructure Developers Limited,BZ,06-MAY-2015,10,1,INE776I01010,10,Industrials
METROBRAND,Metro Brands Limited,EQ,22-DEC-2021,5,1,INE317I01021,5,Consumer Cyclical
METROPOLIS,Metropolis Healthcare Limited,EQ,15-APR-2019,2,1,INE112L01020,2,Healthcare
MFML,Mahalaxmi Fabric Mills Limited,EQ,27-AUG-2024,10,1,INE0US801024,10,Consumer Cyclical
MFSL,Max Financial Services Limited,EQ,17-MAY-2000,2,1,INE180A01020,2,Financial Services
MGEL,Mangalam Global Enterprise Limited,EQ,23-DEC-2020,1,1,INE0APB01032,1,Consumer Defensive
MGL,Mahanagar Gas Limited,EQ,01-JUL-2016,10,1,INE002S01010,10,Utilities
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,27-JAN-2022,10,1,INE112D01035,10,Consumer Cyclical
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10,1,INE998I01010,10,Consumer Cyclical
MICEL,MIC Electronics Limited,EQ,17-DEC-2021,2,1,INE287C01037,2,Technology
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10,1,INE099Z01011,10,Basic Materials
MINDACORP,Minda Corporation Limited,EQ,16-OCT-2014,2,1,INE842C01021,2,Consumer Cyclical
MINDTECK,Mindteck (India) Limited,EQ,02-AUG-2016,10,1,INE110B01017,10,Technology
MIRCELECTR,MIRC Electronics Limited,BE,24-MAY-2004,1,1,INE831A01028,1,Consumer Cyclical
MIRZAINT,Mirza International Limited,EQ,28-APR-1999,2,1,INE771A01026,2,Consumer Cyclical
MITCON,MITCON Consultancy & Engineering Services Limited,EQ,17-MAR-2022,10,1,INE828O01033,10,Industrials
MITTAL,Mittal Life Style Limited,EQ,29-APR-2020,1,1,INE997Y01027,1,Consumer Cyclical
MKPL,M K Proteins Limited,EQ,13-JUN-2023,1,1,INE964W01021,1,Consumer Defensive
MMFL,MM Forgings Limited,EQ,20-DEC-2006,10,1,INE227C01017,10,Industrials
MMP,MMP Industries Limited,EQ,09-JAN-2020,10,1,INE511Y01018,10,Basic Materials
MMTC,MMTC Limited,EQ,09-APR-2012,1,1,INE123F01029,1,Industrials
MOBIKWIK,One Mobikwik Systems Limited,EQ,18-DEC-2024,2,1,INE0HLU01028,2,Technology
MODIRUBBER,Modi Rubber Limited,EQ,07-FEB-1996,10,1,INE832A01018,10,Real Estate
MODISONLTD,MODISON LIMITED,EQ,03-MAY-2021,1,1,INE737D01021,1,Industrials
MODTHREAD,Modern Threads (India) Limited,EQ,22-NOV-1995,10,50,INE794W01014,10,Consumer Cyclical
MOHITIND,Mohit Industries Limited,BE,14-MAR-2013,10,1,INE954E01012,10,Consumer Cyclical
MOIL,MOIL Limited,EQ,15-DEC-2010,10,1,INE490G01020,10,Basic Materials
MOKSH,Moksh Ornaments Limited,EQ,21-MAY-2021,2,1,INE514Y01020,2,Consumer Cyclical
MOL,Meghmani Organics Limited,EQ,18-AUG-2021,1,1,INE0CT101020,1,Basic Materials
MOLDTECH,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2,1,INE835B01035,2,Industrials
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5,1,INE893J01029,5,Consumer Cyclical
MONARCH,Monarch Networth Capital Limited,EQ,06-JAN-2022,10,1,INE903D01011,10,Financial Services
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10,1,INE950M01013,10,Consumer Cyclical
MORARJEE,Morarjee Textiles Limited,BZ,14-SEP-2012,7,1,INE161G01027,7,Consumer Cyclical
MOREPENLAB,Morepen Laboratories Limited,EQ,24-NOV-1999,2,1,INE083A01026,2,Healthcare
MOSCHIP,Moschip Technologies Limited,EQ,05-FEB-2025,2,1,INE935B01025,2,Technology
MOTHERSON,Samvardhana Motherson International Limited,EQ,14-AUG-1996,1,1,INE775A01035,1,Consumer Cyclical
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,1,1,INE338I01027,1,Financial Services
MOTISONS,Motisons Jewellers Limited,EQ,26-DEC-2023,1,1,INE0FRK01020,1,Consumer Cyclical
MOTOGENFIN,The Motor & General Finance Limited,EQ,08-FEB-1995,5,1,INE861B01023,5,Real Estate
MPHASIS,MphasiS Limited,EQ,04-JUN-2004,10,1,INE356A01018,10,Technology
MPSLTD,MPS Limited,EQ,21-JAN-2002,10,1,INE943D01017,10,Communication Services
MRF,MRF Limited,EQ,18-SEP-1996,10,1,INE883A01011,10,Consumer Cyclical
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-JAN-2005,10,1,INE103A01014,10,Energy
MSPL,MSP Steel & Power Limited,EQ,18-JUL-2005,10,1,INE752G01015,10,Basic Materials
MSTCLTD,Mstc Limited,EQ,29-MAR-2019,10,1,INE255X01014,10,Industrials
MSUMI,Motherson Sumi Wiring India Limited,EQ,28-MAR-2022,1,1,INE0FS801015,1,Consumer Cyclical
MTARTECH,Mtar Technologies Limited,EQ,15-MAR-2021,10,1,INE864I01014,10,Industrials
MTEDUCARE,MT Educare Limited,BE,12-APR-2012,10,1,INE472M01018,10,Consumer Defensive
MTNL,Mahanagar Telephone Nigam Limited,EQ,17-FEB-1999,10,1,INE153A01019,10,Communication Services
MUFIN,Mufin Green Finance Limited,EQ,06-NOV-2023,1,1,INE08KJ01020,1,Financial Services
MUFTI,Credo Brands Marketing Limited,EQ,27-DEC-2023,2,1,INE220Q01020,2,Consumer Cyclical
MUKANDLTD,Mukand Limited,EQ,23-FEB-2004,10,1,INE304A01026,10,Basic Materials
MUKKA,Mukka Proteins Limited,EQ,07-MAR-2024,1,1,INE0CG401037,1,Consumer Defensive
MUKTAARTS,Mukta Arts Limited,EQ,12-SEP-2000,5,1,INE374B01019,5,Communication Services
MUNJALAU,Munjal Auto Industries Limited,EQ,19-JUL-2006,2,1,INE672B01032,2,Consumer Cyclical
MUNJALSHOW,Munjal Showa Limited,EQ,12-MAY-2003,2,1,INE577A01027,2,Consumer Cyclical
MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10,1,INE692B01014,10,Industrials
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-AUG-2015,10,1,INE296G01013,10,Financial Services
MUTHOOTFIN,Muthoot Finance Limited,EQ,06-MAY-2011,10,1,INE414G01012,10,Financial Services
MUTHOOTMF,Muthoot Microfin Limited,EQ,26-DEC-2023,10,1,INE046W01019,10,Financial Services
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-OCT-2023,10,1,INE0KNT01012,10,Consumer Cyclical
MWL,Mangalam Worldwide Limited,EQ,18-SEP-2025,10,1,INE0JYY01011,10,Basic Materials
NACLIND,NACL Industries Limited,BE,07-APR-2017,1,1,INE295D01020,1,Basic Materials
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,EQ,15-JUN-2016,1,1,INE454M01024,1,Basic Materials
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,18-SEP-2007,5,1,INE245I01016,5,Financial Services
NAGREEKEXP,Nagreeka Exports Limited,EQ,18-JUN-2007,5,1,INE123B01028,5,Consumer Cyclical
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-MAR-2008,5,1,INE049I01012,5,Financial Services
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10,1,INE289A01011,10,Consumer Cyclical
NAHARPOLY,Nahar Poly Films Limited,EQ,23-MAR-2007,5,1,INE308A01027,5,Consumer Cyclical
NAHARSPING,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5,1,INE290A01027,5,Consumer Cyclical
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-NOV-2017,10,1,INE298J01013,10,Financial Services
NARMADA,Narmada Agrobase Limited,BE,27-OCT-2022,10,1,INE117Z01011,10,Basic Materials
NATCAPSUQ,Natural Capsules Limited,BE,14-FEB-2025,10,1,INE936B01015,10,Healthcare
NATCOPHARM,Natco Pharma Limited,EQ,27-DEC-1995,2,1,INE987B01026,2,Healthcare
NATHBIOGEN,Nath Bio-Genes (India) Limited,BE,28-JAN-2014,10,1,INE448G01010,10,Basic Materials
NATIONALUM,National Aluminium Company Limited,EQ,28-APR-1999,5,1,INE139A01034,5,Basic Materials
NAUKRI,Info Edge (India) Limited,EQ,21-NOV-2006,2,1,INE663F01032,2,Communication Services
NAVA,NAVA LIMITED,EQ,03-APR-1996,1,1,INE725A01030,1,Industrials
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-JUN-2007,2,1,INE048G01026,2,Basic Materials
NAVKARCORP,Navkar Corporation Limited,EQ,09-SEP-2015,10,1,INE278M01019,10,Industrials
NAVKARURB,Navkar Urbanstructure Limited,BE,17-JAN-2025,1,1,INE268H01044,1,Basic Materials
NAVNETEDUL,Navneet Education Limited,EQ,08-FEB-1995,2,1,INE060A01024,2,Communication Services
NAZARA,Nazara Technologies Limited,EQ,30-MAR-2021,2,1,INE418L01047,2,Communication Services
NBCC,NBCC (India) Limited,EQ,12-APR-2012,1,1,INE095N01031,1,Industrials
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-NOV-2016,5,1,INE365I01020,5,Financial Services
NCC,NCC Limited,EQ,14-OCT-2003,2,1,INE868B01028,2,Industrials
NCLIND,NCL Industries Limited,EQ,03-APR-2007,10,1,INE732C01016,10,Basic Materials
NDGL,Naga Dhunseri Group Limited,EQ,29-AUG-2016,10,1,INE756C01015,10,Financial Services
NDL,Nandan Denim Limited,EQ,23-MAR-2012,1,1,INE875G01048,1,Consumer Cyclical
NDLVENTURE,NDL Ventures Limited,BE,24-APR-2007,10,1,INE353A01023,10,Communication Services
NDRAUTO,Ndr Auto Components Limited,EQ,30-JUL-2020,10,1,INE07OG01012,10,Consumer Cyclical
NDTV,New Delhi Television Limited,EQ,19-MAY-2004,4,1,INE155G01029,4,Communication Services
NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10,1,INE553C01016,10,Industrials
NECLIFE,Nectar Lifesciences Limited,BE,18-JUL-2005,1,1,INE023H01027,1,Healthcare
NELCAST,Nelcast Limited,EQ,27-JUN-2007,2,1,INE189I01024,2,Industrials
NELCO,NELCO Limited,EQ,28-MAY-2003,10,1,INE045B01015,10,Technology
NEOGEN,Neogen Chemicals Limited,EQ,08-MAY-2019,10,1,INE136S01016,10,Basic Materials
NESCO,Nesco Limited,EQ,08-APR-2008,2,1,INE317F01035,2,Industrials
NESTLEIND,Nestle India Limited,EQ,01-AUG-2023,1,1,INE239A01024,1,Consumer Defensive
NETWEB,Netweb Technologies India Limited,EQ,27-JUL-2023,2,1,INE0NT901020,2,Technology
NETWORK18,Network18 Media & Investments Limited,EQ,02-FEB-2007,5,1,INE870H01013,5,Communication Services
NEULANDLAB,Neuland Laboratories Limited,EQ,13-OCT-2008,10,1,INE794A01010,10,Healthcare
NEWGEN,Newgen Software Technologies Limited,EQ,29-JAN-2018,10,1,INE619B01017,10,Technology
NEXTMEDIA,Next Mediaworks Limited,EQ,04-APR-2001,10,1,INE747B01016,10,Communication Services
NFL,National Fertilizers Limited,EQ,28-DEC-2006,10,1,INE870D01012,10,Basic Materials
NGIL,Nakoda Group of Industries Limited,EQ,20-AUG-2021,10,1,INE236Y01012,10,Consumer Defensive
NGLFINE,NGL Fine-Chem Limited,EQ,08-JUL-2022,5,1,INE887E01022,5,Healthcare
NH,Narayana Hrudayalaya Ltd.,EQ,06-JAN-2016,10,1,INE410P01011,10,Healthcare
NHPC,NHPC Limited,EQ,01-SEP-2009,10,1,INE848E01016,10,Utilities
NIACL,The New India Assurance Company Limited,EQ,13-NOV-2017,5,1,INE470Y01017,5,Financial Services
NIBE,NIBE Limited,EQ,07-FEB-2025,10,1,INE149O01018,10,Industrials
NIBL,NRB Industrial Bearings Limited,EQ,09-APR-2013,2,1,INE047O01014,2,Industrials
NIITLTD,NIIT Limited,EQ,16-AUG-2004,2,1,INE161A01038,2,Consumer Defensive
NIITMTS,NIIT Learning Systems Limited,EQ,08-AUG-2023,2,1,INE342G01023,2,Consumer Defensive
NILAINFRA,Nila Infrastructures Limited,EQ,21-MAY-2015,1,1,INE937C01029,1,Real Estate
NILASPACES,Nila Spaces Limited,BE,28-DEC-2018,1,1,INE00S901012,1,Real Estate
NILKAMAL,Nilkamal Limited,EQ,01-NOV-1995,10,1,INE310A01015,10,Consumer Cyclical
NINSYS,NINtec Systems Limited,EQ,21-FEB-2023,10,1,INE395U01014,10,Technology
NIPPOBATRY,Indo-National Limited,EQ,06-OCT-1999,5,1,INE567A01028,5,Industrials
NIRAJ,Niraj Cement Structurals Limited,EQ,01-OCT-2020,10,1,INE368I01016,10,Industrials
NIRAJISPAT,Niraj Ispat Industries Limited,EQ,27-OCT-2016,10,1,INE326T01011,10,Consumer Cyclical
NITCO,Nitco Limited,EQ,21-MAR-2006,10,1,INE858F01012,10,Industrials
NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10,1,INE229H01012,10,Consumer Cyclical
NITIRAJ,Nitiraj Engineers Limited,EQ,22-APR-2021,10,1,INE439T01012,10,Technology
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,14-NOV-2024,10,1,INE995S01015,10,Financial Services
NKIND,NK Industries Limited,EQ,07-JUL-1995,10,1,INE542C01019,10,Consumer Defensive
NLCINDIA,NLC India Limited,EQ,23-AUG-2000,10,1,INE589A01014,10,Utilities
NMDC,NMDC Limited,EQ,03-MAR-2008,1,1,INE584A01023,1,Basic Materials
NOCIL,NOCIL Limited,EQ,17-JAN-1996,10,1,INE163A01018,10,Basic Materials
NOIDATOLL,Noida Toll Bridge Company Limited,BE,06-DEC-2002,10,1,INE781B01015,10,Industrials
